failed,n,q,tau,delt,psi,y,net_mean_k,net_var_k,sim_dur,m_rec,f_rec
no,1000,0,0.0001,100000,0,0,10.012,193.908,9.817849250565711,8,4
no,1000,0,0.0001,100000,0,1,10.014,199.288,4.912327710094979,4,4
no,1000,0,0.0001,100000,0,2,10.018,186.25,4.744286208487785,7,3
no,1000,0,0.0001,100000,0,3,9.998,183.338,5.850409782907979,4,8
no,1000,0,0.0001,100000,0,4,10.004,186.258,3.7828640670180214,4,5
no,1000,0,0.0001,100000,0,5,10.012,190.518,7.8462229429396135,13,6
no,1000,0,0.0001,100000,0,6,10.008,184.686,3.876137988377745,5,4
no,1000,0,0.0001,100000,0,7,10.002,202.174,7.757563474573935,3,7
no,1000,0,0.0001,100000,0,8,10.0,192.29,6.574686068924987,8,3
no,1000,0,0.0001,100000,0,9,10.02,187.602,7.825324344862075,5,6
no,1000,0,0.0001,100000,0,10,10.002,185.104,5.343990177825384,7,7
no,1000,0,0.0001,100000,0,11,10.012,193.908,3.4165539618339005,3,5
no,1000,0,0.0001,100000,0,12,10.014,192.148,11.168879064784281,5,5
yes,1000,0,0.0001,100000,0,13,100.062,10001.034,6.0148974381767975,6,7
no,1000,0,0.0001,100000,0,14,9.996,182.326,0.8124183108675043,5,2
no,1000,0,0.0001,100000,0,15,10.008,192.936,3.899567413525112,5,8
no,1000,0,0.0001,100000,0,16,10.006,187.616,5.25630372502996,6,3
no,1000,0,0.0001,100000,0,17,10.006,184.922,6.4037180134104155,7,5
no,1000,0,0.0001,100000,0,18,10.01,183.35,2.3326163867806264,7,1
no,1000,0,0.0001,100000,0,19,10.008,181.554,3.530168186515554,3,5
no,1000,0,0.0001,100000,0,20,10.014,185.164,3.3602660164129072,4,6
no,1000,0,0.0001,100000,0,21,10.014,191.736,8.314602548726336,5,9
no,1000,0,0.0001,100000,0,22,10.012,193.908,5.763889507746716,5,6
no,1000,0,0.0001,100000,0,23,10.014,186.54,3.1586588660313075,1,6
no,1000,0,0.0001,100000,0,24,10.014,184.95,5.494868231547104,5,6
no,1000,0,0.0001,100000,0,25,10.02,189.524,5.523359777475144,4,6
no,1000,0,0.001,100000,0,0,10.008,189.88,4.779039893604299,10,3
no,1000,0,0.001,100000,0,1,10.008,184.44,5.838241414477264,7,2
no,1000,0,0.001,100000,0,2,10.01,193.98,5.31458678928712,4,6
no,1000,0,0.001,100000,0,3,10.008,184.66,5.72045639334926,3,3
no,1000,0,0.001,100000,0,4,10.008,188.762,7.895450126702434,4,5
no,1000,0,0.001,100000,0,5,10.016,190.488,3.5302463513246902,6,4
no,1000,0,0.001,100000,0,6,10.006,184.276,3.959444760773549,4,3
no,1000,0,0.001,100000,0,7,10.012,193.908,2.2185392423834207,3,6
no,1000,0,0.001,100000,0,8,10.006,199.308,7.394688954488726,6,6
no,1000,0,0.001,100000,0,9,10.012,191.988,8.658228750297614,6,5
no,1000,0,0.001,100000,0,10,10.004,191.654,4.459337057746639,5,6
no,1000,0,0.001,100000,0,11,10.012,190.522,3.508514634204775,4,6
no,1000,0,0.001,100000,0,12,10.008,184.724,6.257894992483159,11,8
no,1000,0,0.001,100000,0,13,10.02,199.602,8.709761943213405,7,10
no,1000,0,0.001,100000,0,14,10.016,190.498,6.191261137719325,3,7
no,1000,0,0.001,100000,0,15,10.0,192.272,5.890441408039297,10,7
no,1000,0,0.001,100000,0,16,9.992,187.866,9.680117738589171,3,5
no,1000,0,0.001,100000,0,17,10.002,185.132,5.96658637661233,8,10
no,1000,0,0.001,100000,0,18,10.012,193.908,7.187798207127162,4,9
no,1000,0,0.001,100000,0,19,10.02,193.906,9.524275261929105,9,8
no,1000,0,0.001,100000,0,20,10.012,188.982,2.460590046402158,2,1
no,1000,0,0.001,100000,0,21,10.014,184.95,7.944878614119758,4,9
yes,1000,0,0.001,100000,0,22,100.534,10102.346,2.5574621879756876,5,3
no,1000,0,0.001,100000,0,23,10.014,180.94,4.7212093624362845,2,1
no,1000,0,0.001,100000,0,24,10.0,185.834,5.91270476872664,8,5
no,1000,0,0.001,100000,0,25,10.004,181.036,3.5153841552868403,2,5
no,1000,0,0.005,100000,0,0,10.006,184.446,7.387933449744926,11,3
no,1000,0,0.005,100000,0,1,10.012,190.54,7.2952059983202995,6,9
no,1000,0,0.005,100000,0,2,10.008,184.648,13.309499723885232,4,5
no,1000,0,0.005,100000,0,3,10.012,193.908,1.1497929966888754,3,2
no,1000,0,0.005,100000,0,4,10.02,183.91,3.997716158954198,2,4
no,1000,0,0.005,100000,0,5,10.02,194.238,7.623615703392633,6,7
no,1000,0,0.005,100000,0,6,9.998,189.978,3.5860097791607055,10,5
no,1000,0,0.005,100000,0,7,10.0,185.218,4.319337063796063,6,12
no,1000,0,0.005,100000,0,8,10.002,179.298,8.578757769053372,9,10
no,1000,0,0.005,100000,0,9,10.008,181.85,9.696288726395796,6,8
no,1000,0,0.005,100000,0,10,10.008,184.652,3.2984859891614144,6,2
no,1000,0,0.005,100000,0,11,10.02,187.298,5.398290515040032,3,4
no,1000,0,0.005,100000,0,12,10.014,205.426,6.601827491873707,5,9
no,1000,0,0.005,100000,0,13,10.002,187.078,5.8013621801105995,1,5
no,1000,0,0.005,100000,0,14,10.012,193.908,9.001232906918975,5,5
no,1000,0,0.005,100000,0,15,10.014,191.292,9.104195031765567,8,8
no,1000,0,0.005,100000,0,16,10.008,182.394,3.565665997128381,2,8
no,1000,0,0.005,100000,0,17,10.002,176.996,3.818564121555313,6,10
no,1000,0,0.005,100000,0,18,10.01,188.178,4.999463001032347,5,12
no,1000,0,0.005,100000,0,19,10.0,180.508,3.0764737470546493,4,6
no,1000,0,0.005,100000,0,20,10.008,184.722,6.875012169209048,5,4
no,1000,0,0.005,100000,0,21,10.01,199.54,2.4009784707539876,7,2
no,1000,0,0.005,100000,0,22,10.01,184.984,2.484817500883305,5,6
no,1000,0,0.005,100000,0,23,10.006,187.58,9.80718555162506,9,5
no,1000,0,0.005,100000,0,24,9.998,186.192,6.382056673824429,4,3
no,1000,0,0.005,100000,0,25,10.012,193.908,5.051648303294886,7,7
no,1000,0,0.01,100000,0,0,10.014,188.498,5.94621621401487,3,6
no,1000,0,0.01,100000,0,1,10.008,184.262,6.568072990527114,5,8
no,1000,0,0.01,100000,0,2,10.004,191.654,10.422418957408912,7,11
no,1000,0,0.01,100000,0,3,10.018,181.76,5.604640860427974,7,12
no,1000,0,0.01,100000,0,4,10.008,192.472,1.8715950895037374,2,2
no,1000,0,0.01,100000,0,5,10.004,189.49,4.297897264676694,4,6
no,1000,0,0.01,100000,0,6,10.012,190.522,4.942447643463716,7,4
no,1000,0,0.01,100000,0,7,10.018,191.842,1.0454411255906495,3,2
no,1000,0,0.01,100000,0,8,10.018,202.284,5.023790717711991,7,4
no,1000,0,0.01,100000,0,9,10.01,181.628,1.5923264518441238,1,3
no,1000,0,0.01,100000,0,10,10.012,193.908,6.651509431189101,9,10
no,1000,0,0.01,100000,0,11,10.016,196.476,4.736459200333256,5,7
no,1000,0,0.01,100000,0,12,10.008,181.138,8.764596274174805,6,9
no,1000,0,0.01,100000,0,13,10.01,184.77,5.104716685719987,6,11
no,1000,0,0.01,100000,0,14,10.008,182.814,5.3554526812181225,7,12
no,1000,0,0.01,100000,0,15,10.018,181.76,2.242961924542133,5,2
no,1000,0,0.01,100000,0,16,10.002,174.046,2.4453382275253714,4,6
no,1000,0,0.01,100000,0,17,10.002,179.286,26.127328524436784,17,10
no,1000,0,0.01,100000,0,18,10.006,184.446,3.8953391333389575,0,1
no,1000,0,0.01,100000,0,19,10.018,188.842,7.141959574794514,5,5
no,1000,0,0.01,100000,0,20,10.016,190.884,10.418632387252497,16,8
no,1000,0,0.01,100000,0,21,10.012,193.908,7.951952563667754,10,8
no,1000,0,0.01,100000,0,22,10.012,189.006,4.499555513934218,7,4
no,1000,0,0.01,100000,0,23,10.02,188.932,8.759129135359855,4,5
no,1000,0,0.01,100000,0,24,10.01,187.384,6.899353817048591,6,8
no,1000,0,0.01,100000,0,25,10.008,187.926,6.777669476511726,5,4
no,1000,0,0.015,100000,0,0,10.002,184.724,8.27685956758394,12,6
no,1000,0,0.015,100000,0,1,10.006,187.982,11.432246939890174,15,6
no,1000,0,0.015,100000,0,2,10.008,184.682,10.82949691091047,20,21
no,1000,0,0.015,100000,0,3,10.016,190.884,8.080525089511818,20,13
no,1000,0,0.015,100000,0,4,10.014,195.026,12.268161268157279,7,14
no,1000,0,0.015,100000,0,5,10.02,187.298,10.188516412050689,11,11
no,1000,0,0.015,100000,0,6,10.012,193.908,8.42533338826212,9,13
no,1000,0,0.015,100000,0,7,10.014,188.496,6.4558191114169095,1,1
no,1000,0,0.015,100000,0,8,10.018,191.522,8.418757840372802,10,10
no,1000,0,0.015,100000,0,9,10.008,184.476,7.919919521707346,10,5
no,1000,0,0.015,100000,0,10,10.014,184.702,5.4618521498502846,5,11
no,1000,0,0.015,100000,0,11,10.01,184.622,6.804079911184868,8,11
no,1000,0,0.015,100000,0,12,10.016,182.182,8.94375029321873,7,17
no,1000,0,0.015,100000,0,13,10.008,179.572,7.114353081208863,7,12
no,1000,0,0.015,100000,0,14,10.002,179.298,8.114274450804725,3,2
no,1000,0,0.015,100000,0,15,10.01,189.702,8.370464832341217,4,2
no,1000,0,0.015,100000,0,16,10.012,185.138,16.236528542726923,6,11
no,1000,0,0.015,100000,0,17,10.012,193.908,4.10678985441511,3,10
no,1000,0,0.015,100000,0,18,10.02,188.004,6.604119839617985,5,1
no,1000,0,0.015,100000,0,19,10.014,184.95,4.81231713877259,8,9
no,1000,0,0.015,100000,0,20,10.02,183.922,3.7545140003017416,8,7
no,1000,0,0.015,100000,0,21,10.012,184.024,4.389560608078451,8,7
no,1000,0,0.015,100000,0,22,10.014,203.644,4.886474909180946,10,6
no,1000,0,0.015,100000,0,23,10.008,182.394,4.909143785252337,7,7
no,1000,0,0.015,100000,0,24,10.008,184.65,3.245592391287019,4,4
no,1000,0,0.015,100000,0,25,10.014,195.838,3.644253346910022,5,3
no,1000,0,0.03,100000,0,0,9.994,194.612,29.216040387861177,90,99
no,1000,0,0.03,100000,0,1,10.002,188.71,8.846708478972193,14,23
no,1000,0,0.03,100000,0,2,10.012,193.908,40.30574651682471,28,49
no,1000,0,0.03,100000,0,3,10.02,188.004,12.73700530302878,40,30
no,1000,0,0.03,100000,0,4,10.01,181.996,19.41423721925234,58,52
no,1000,0,0.03,100000,0,5,10.018,181.76,15.61923122614116,44,46
no,1000,0,0.03,100000,0,6,10.02,191.526,5.356865164397071,6,4
no,1000,0,0.03,100000,0,7,10.0,181.896,24.28610729964075,28,21
no,1000,0,0.03,100000,0,8,10.008,189.894,20.145043316153135,27,34
no,1000,0,0.03,100000,0,9,10.01,185.3,11.763274746367207,8,12
no,1000,0,0.03,100000,0,10,10.008,184.704,20.38237731615137,26,37
no,1000,0,0.03,100000,0,11,10.014,195.026,3.8082229772814626,8,3
no,1000,0,0.03,100000,0,12,10.02,187.298,15.78177517246854,21,25
no,1000,0,0.03,100000,0,13,10.012,193.908,24.175048498514222,13,19
no,1000,0,0.03,100000,0,14,10.014,186.636,17.118644145394573,27,25
no,1000,0,0.03,100000,0,15,10.012,191.856,31.393872839019487,81,81
no,1000,0,0.03,100000,0,16,10.018,186.274,36.63251854237867,92,97
no,1000,0,0.03,100000,0,17,10.012,190.556,7.845516929521845,13,12
no,1000,0,0.03,100000,0,18,10.014,199.008,18.538445546859183,26,25
no,1000,0,0.03,100000,0,19,10.012,186.38,4.674909395194053,8,3
no,1000,0,0.03,100000,0,20,10.014,205.426,21.188046790206272,20,31
no,1000,0,0.03,100000,0,21,10.016,193.476,6.927753588222083,3,4
no,1000,0,0.03,100000,0,22,10.016,183.396,12.761752485855315,15,12
no,1000,0,0.03,100000,0,23,10.012,179.972,39.81674104111547,107,104
no,1000,0,0.03,100000,0,24,10.012,193.908,15.769551228641514,22,29
no,1000,0,0.03,100000,0,25,10.006,199.308,21.452586737549563,69,59
no,1000,0,0.04,100000,0,0,10.012,191.874,2.6791424549987832,7,3
no,1000,0,0.04,100000,0,1,10.008,183.438,33.299151289924744,153,161
no,1000,0,0.04,100000,0,2,10.02,190.478,14.074210237789897,15,17
no,1000,0,0.04,100000,0,3,10.014,186.988,38.27315426162185,101,94
no,1000,0,0.04,100000,0,4,10.014,192.638,39.63372131492548,90,99
no,1000,0,0.04,100000,0,5,10.006,184.29,19.724302040184146,85,90
no,1000,0,0.04,100000,0,6,10.016,194.526,22.13896766444897,21,20
no,1000,0,0.04,100000,0,7,10.01,181.628,5.864921596456828,9,5
no,1000,0,0.04,100000,0,8,10.01,184.99,27.966526657043307,150,127
no,1000,0,0.04,100000,0,9,10.012,193.908,20.625131475862005,96,100
no,1000,0,0.04,100000,0,10,10.016,196.504,10.667495083942917,17,12
no,1000,0,0.04,100000,0,11,10.008,191.618,5.422776989394814,6,5
no,1000,0,0.04,100000,0,12,10.018,186.268,36.7158396579781,97,119
no,1000,0,0.04,100000,0,13,10.008,184.462,28.56345410890575,115,130
no,1000,0,0.04,100000,0,14,10.014,203.65,4.1324786407824625,8,8
no,1000,0,0.04,100000,0,15,10.008,184.69,21.411179241715388,19,20
no,1000,0,0.04,100000,0,16,10.004,181.12,48.126928398133124,124,118
no,1000,0,0.04,100000,0,17,10.018,188.862,7.778823258078205,9,7
no,1000,0,0.04,100000,0,18,10.02,198.482,23.86705014559249,81,81
no,1000,0,0.04,100000,0,19,10.014,183.896,36.55839813037347,109,119
no,1000,0,0.04,100000,0,20,10.012,193.908,7.12243872707826,6,7
no,1000,0,0.04,100000,0,21,10.014,195.76,31.23462909014022,104,108
no,1000,0,0.04,100000,0,22,10.02,194.324,3.791430725717644,2,3
no,1000,0,0.04,100000,0,23,10.008,184.44,25.88920888424322,160,167
no,1000,0,0.04,100000,0,24,10.004,189.772,9.817168188767498,22,19
no,1000,0,0.04,100000,0,25,10.012,187.448,35.80840739012751,122,131
no,1000,0,0.06,100000,0,0,10.002,187.794,24.411896838491387,223,223
no,1000,0,0.06,100000,0,1,10.0,181.896,29.08791020130398,186,183
no,1000,0,0.06,100000,0,2,10.008,184.646,20.398685596381153,207,212
no,1000,0,0.06,100000,0,3,10.016,190.884,30.248195775885208,192,226
no,1000,0,0.06,100000,0,4,10.018,193.216,25.6547572363487,195,190
no,1000,0,0.06,100000,0,5,10.012,193.908,24.9095343472522,193,190
no,1000,0,0.06,100000,0,6,10.012,188.978,31.60625126886246,218,213
no,1000,0,0.06,100000,0,7,10.006,185.106,26.197008269703417,203,198
no,1000,0,0.06,100000,0,8,10.012,191.852,23.531214254749436,237,236
no,1000,0,0.06,100000,0,9,10.018,191.524,21.132331208922693,198,206
no,1000,0,0.06,100000,0,10,10.012,184.088,28.901521641856352,195,200
yes,1000,0,0.06,100000,0,11,99.566,9899.482,21.583892501130713,499,500
no,1000,0,0.06,100000,0,12,10.018,181.76,37.81046775828518,202,188
no,1000,0,0.06,100000,0,13,10.002,179.284,25.65125187593358,231,235
no,1000,0,0.06,100000,0,14,10.008,181.85,26.078656296947845,228,216
no,1000,0,0.06,100000,0,15,10.01,189.094,41.89456647316717,194,218
no,1000,0,0.06,100000,0,16,10.012,193.908,25.38132201429061,205,183
no,1000,0,0.06,100000,0,17,10.014,191.318,2.471782302911409,1,3
no,1000,0,0.06,100000,0,18,10.018,191.53,29.355753622604073,208,221
no,1000,0,0.06,100000,0,19,10.016,182.182,21.35297236118559,194,189
no,1000,0,0.06,100000,0,20,10.02,191.486,19.098950657773063,187,172
no,1000,0,0.06,100000,0,21,10.012,185.532,21.601187174862343,202,212
no,1000,0,0.06,100000,0,22,10.014,195.026,22.335131368367094,220,215
no,1000,0,0.06,100000,0,23,10.018,202.284,21.934201801464063,214,198
no,1000,0,0.06,100000,0,24,10.012,198.528,21.13765769610708,218,210
no,1000,0,0.06,100000,0,25,10.016,189.95,29.156158175822693,210,206
no,1000,0,0.075,100000,0,0,10.014,184.198,29.279840457998183,267,261
no,1000,0,0.075,100000,0,1,10.012,193.908,31.585123158045512,239,232
no,1000,0,0.075,100000,0,2,10.02,188.004,28.52666245691221,236,245
no,1000,0,0.075,100000,0,3,10.014,184.95,38.85767137379558,252,255
no,1000,0,0.075,100000,0,4,10.008,184.462,26.69806987884943,266,255
no,1000,0,0.075,100000,0,5,10.002,187.808,30.794148234570237,267,254
no,1000,0,0.075,100000,0,6,10.016,190.884,23.815745805182978,248,244
no,1000,0,0.075,100000,0,7,10.018,193.208,21.634902460978758,252,247
no,1000,0,0.075,100000,0,8,10.008,192.978,22.634848689621656,266,261
no,1000,0,0.075,100000,0,9,10.01,184.994,23.1064878457408,261,246
no,1000,0,0.075,100000,0,10,10.006,189.238,19.272431806450353,269,244
no,1000,0,0.075,100000,0,11,10.006,187.586,25.545716601263987,257,242
no,1000,0,0.075,100000,0,12,10.012,193.908,17.977048930663685,260,274
no,1000,0,0.075,100000,0,13,10.018,191.762,22.72818143877702,244,244
no,1000,0,0.075,100000,0,14,10.018,186.226,26.046508481429182,291,267
no,1000,0,0.075,100000,0,15,9.998,189.97,24.184314274563356,267,273
no,1000,0,0.075,100000,0,16,9.998,186.942,25.406922260545223,245,253
no,1000,0,0.075,100000,0,17,10.008,184.664,23.439686118625236,255,267
no,1000,0,0.075,100000,0,18,10.016,190.884,23.448942536802964,247,262
no,1000,0,0.075,100000,0,19,10.014,191.946,4.278262606156041,9,6
no,1000,0,0.075,100000,0,20,10.02,187.298,16.80458528636097,290,282
no,1000,0,0.075,100000,0,21,10.006,184.274,24.556910820391156,263,241
no,1000,0,0.075,100000,0,22,10.012,198.534,27.045562748233845,251,252
no,1000,0,0.075,100000,0,23,10.012,193.908,19.817128570312498,245,225
no,1000,0,0.075,100000,0,24,10.014,186.628,30.072547246657415,278,267
no,1000,0,0.075,100000,0,25,10.018,184.138,31.50573734000669,265,248
no,1000,0,0.1,100000,0,0,10.02,194.25,28.202582893915604,320,298
no,1000,0,0.1,100000,0,1,10.002,201.04,24.71384992174337,298,266
no,1000,0,0.1,100000,0,2,10.018,182.738,24.454694250192368,316,297
no,1000,0,0.1,100000,0,3,10.004,191.942,15.808950078255023,305,303
no,1000,0,0.1,100000,0,4,10.004,185.368,18.28951655978142,307,305
yes,1000,0,0.1,100000,0,5,100.81,10149.606,13.760838774835532,500,500
no,1000,0,0.1,100000,0,6,10.008,184.432,21.011683486770647,318,292
no,1000,0,0.1,100000,0,7,10.012,191.694,20.489526788935763,277,275
no,1000,0,0.1,100000,0,8,10.012,193.908,21.016167865284235,292,308
no,1000,0,0.1,100000,0,9,10.02,193.902,21.318366975471378,302,302
no,1000,0,0.1,100000,0,10,10.018,191.63,18.246435803271154,290,283
no,1000,0,0.1,100000,0,11,10.02,191.548,23.926239888753937,303,283
no,1000,0,0.1,100000,0,12,10.012,200.936,22.272816606792098,294,301
no,1000,0,0.1,100000,0,13,10.002,188.71,18.622442281032512,295,296
no,1000,0,0.1,100000,0,14,10.01,179.726,19.818067245792758,289,286
no,1000,0,0.1,100000,0,15,10.006,185.706,18.212572692922137,295,300
no,1000,0,0.1,100000,0,16,10.002,181.59,18.914050391033076,321,315
no,1000,0,0.1,100000,0,17,10.012,186.944,21.90754672348013,296,296
no,1000,0,0.1,100000,0,18,10.006,191.018,16.57802975136766,318,306
no,1000,0,0.1,100000,0,19,10.012,193.908,18.815268185144745,301,312
no,1000,0,0.1,100000,0,20,10.018,188.492,24.32301442042416,313,311
no,1000,0,0.1,100000,0,21,10.006,186.266,21.67508125432494,310,311
no,1000,0,0.1,100000,0,22,10.008,184.452,19.491479844116974,279,294
no,1000,0,0.1,100000,0,23,10.002,183.804,18.195179779656073,315,294
no,1000,0,0.1,100000,0,24,10.01,193.968,23.661059584608488,297,287
no,1000,0,0.1,100000,0,25,10.006,184.446,21.951846883705212,278,284
no,1000,0,0.12,100000,0,0,10.01,184.72,18.88290399337868,334,323
no,1000,0,0.12,100000,0,1,10.014,195.026,23.13131236679242,332,315
no,1000,0,0.12,100000,0,2,10.004,185.28,18.292755325755085,310,315
no,1000,0,0.12,100000,0,3,10.004,188.644,12.80942751953697,314,340
no,1000,0,0.12,100000,0,4,10.012,193.908,16.465817918273853,298,312
no,1000,0,0.12,100000,0,5,10.02,193.916,21.019786952995034,323,324
no,1000,0,0.12,100000,0,6,10.006,187.982,19.76603980757861,318,328
no,1000,0,0.12,100000,0,7,10.02,187.298,18.09457399017404,337,338
no,1000,0,0.12,100000,0,8,9.996,186.418,19.78184055571959,315,322
no,1000,0,0.12,100000,0,9,10.006,184.302,18.312532579592474,314,310
